"variable","att","se","p_value","ci_low","ci_high"
"T",-88.6795159965856,62.7893555630398,0.174907884270458,-211.746652900144,34.3876209069724
"inter_tenure_stem",6.63453197398522,4.1371395689472,0.126192909356423,-1.47426158115129,14.7433255291217
"inter_receita_stem",0.196417782768732,0.872857317387402,0.824492003897552,-1.51438255931058,1.90721812484804
"T",-88.6795159965856,62.7893555630398,0.174907884270458,-211.746652900144,34.3876209069724
"inter_tenure_stem",6.63453197398522,4.1371395689472,0.126192909356423,-1.47426158115129,14.7433255291217
"inter_receita_stem",0.196417782768732,0.872857317387402,0.824492003897552,-1.51438255931058,1.90721812484804
"T",-88.6795159965856,62.7893555630398,0.174907884270458,-211.746652900144,34.3876209069724
"inter_tenure_stem",6.63453197398522,4.1371395689472,0.126192909356423,-1.47426158115129,14.7433255291217
"inter_receita_stem",0.196417782768732,0.872857317387402,0.824492003897552,-1.51438255931058,1.90721812484804
